program_string,module1_shape,module1_color,module2_shape,module2_color,module3_shape,module3_color,render_filepath
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/155.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/156.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/157.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/158.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/159.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/160.png
(C (C (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,green,square,blue,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/161.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/162.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/163.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/164.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/165.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/166.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/167.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/168.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/169.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,red,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/170.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/171.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/172.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/173.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/174.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/175.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/176.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/177.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/178.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,green,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/179.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/180.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,circle,green,balanced_data/dim_balanced/totems/dim3/var1/images/181.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,circle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/182.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,triangle,red,balanced_data/dim_balanced/totems/dim3/var1/images/183.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,triangle,green,balanced_data/dim_balanced/totems/dim3/var1/images/184.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,triangle,blue,balanced_data/dim_balanced/totems/dim3/var1/images/185.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,square,red,balanced_data/dim_balanced/totems/dim3/var1/images/186.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 1 0 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,square,green,balanced_data/dim_balanced/totems/dim3/var1/images/187.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.220446049250313e-16)))) (color 0 0 1 (T (repeat (T l (M 2.666666666666666 0 -1.333333333333333 1.3333333333333333)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,circle,blue,square,blue,balanced_data/dim_balanced/totems/dim3/var1/images/188.png
(C (C (color 0 0 1 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 -2.666666666666667))) (color 1 0 0 (T (T (repeat (T l (M 3.0792014356780038 0 -1.5396007178390019 0.8888888888888891)) 3 (M 1 2.0943951023931953 0 0)) (M 1 0 0 0.4444444444444443)) (M 1 0 0 -2.220446049250313e-16)))) (color 1 0 0 (T (repeat (T l (M 0.13975407808810986 0 -0.06987703904405493 1.3333333333333333)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0 0 2.666666666666666)))),circle,blue,triangle,red,circle,red,balanced_data/dim_balanced/totems/dim3/var1/images/189.png
