program_string,nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes,outer_shape_type,outer_ring_variant,render_filepath
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,s,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/148.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,s,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/149.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,s,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/150.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,s,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/151.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/152.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/153.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/154.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/155.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/156.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/157.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/158.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.565685424949238 0 -0.282842712474619 0.28284271247461906)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,s,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/159.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/160.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/161.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/162.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/163.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/164.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/165.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/166.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,p,4,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/167.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/168.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/169.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/170.png
(C (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,s,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/171.png
(C (C (T (repeat (T l (M 4.937396119256775 0 -2.4686980596283874 3.3978713763747797)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,p,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/172.png
(C (T (repeat (T l (M 5.348845795861505 0 -2.6744228979307527 3.6810273244060108)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.280129257006129 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,p,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/173.png
(C (C (T (repeat (T l (M 4.199999999999999 0 -2.0999999999999996 3.6373066958946425)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,h,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/174.png
(C (T (repeat (T l (M 4.549999999999999 0 -2.2749999999999995 3.940415587219196)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.4702282018339785 0 -0.23511410091698925 0.323606797749979)) 5 (M 1 1.2566370614359172 0 0)) (M 1 0.6283185307179586 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.4118186827420534 0)) 6 (M 1 1.0471975511965976 0 0)))),s,1.0,p,6,h,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/175.png
(C (C (T (repeat (T l (M 0.43962203244072817 0 -0.21981101622036409 4.19424404596921)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,h,4,c,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/176.png
(C (T (repeat (T l (M 0.4762572018107888 0 -0.2381286009053944 4.54376438313331)) 60 (M 1 0.10471975511965977 0 0)) (M 1 0.05235987755982988 0 0)) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.7181342252830656 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,h,4,c,outer_only,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/177.png
(C (C (T (repeat (T l (M 5.939696961966999 0 -2.9698484809834995 2.9698484809835)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (T (repeat (T l (M 6.434671708797581 0 -3.2173358543987907 3.2173358543987916)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0))) (C (T (repeat (T l (M 1.414213562373095 0 -0.7071067811865475 0.7071067811865476)) 4 (M 1 1.5707963267948966 0 0)) (M 1 0.7853981633974483 0 0)) (repeat (T (T (T (repeat (T l (M 0.39999999999999997 0 -0.19999999999999998 0.3464101615137755)) 6 (M 1 1.0471975511965976 0 0)) (M 1 0.5235987755982988 0 0)) (M 1 -1.5707963267948966 0 0)) (M 1 0.0 2.044716664540925 0)) 4 (M 1 1.5707963267948966 0 0)))),s,1.0,h,4,s,double,balanced_data/dim_balanced/nuts_and_bolts/dim3/var4/images/178.png
